Código da Situação Tributária;Descrição da Situação Tributária;Exige Tributação;Redução BC CST;Redução de Alíquota;Transferência de Crédito;Diferimento;Monofásica;Crédito Presumido IBS Zona Franca de Manaus;Ajuste de Competência;Código da Classificação Tributária;Descrição do Código da Classificação Tributária;Percentual Redução IBS;Percentual Redução CBS;Tributação Regular;Crédito Presumido;Estorno de Crédito;Tributação Monofásica Normal;Tributação Monofásica sujeita a retenção;Tributação Monofásica retida anteriormente;Tributação Monofásica de Combustível com diferimento;Tipo de Alíquota;NFe;NFCe;CTe;CTe OS;BPe;NF3e;NFCom;NFSE;BPe TM;BPe TA;NFAg;NFSVIA;NFABI;NFGas;DERE;DIR;DUIMP;Número do Anexo;Url da Legislação;Tipo de Receita Bruta do Simples Nacional;Regime de Contribuição Social sobre Bens e Serviços;Imposto sobre Bens e Serviços
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410007;Fornecimentos realizados por partidos políticos, inclusive suas fundações, entidades sindicais dos trabalhadores e instituições de educação e de assistência social, sem fins lucrativos, observado o art. 9º da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9;9 - Fornecimento Incompatível com SN;"Art. 10. São imunes também à CBS os fornecimentos:
III - realizados por partidos políticos, inclusive seus institutos e fundações, entidades sindicais dos trabalhadores e instituições de educação e de assistência social, sem fins lucrativos;";"Art. 10. São imunes também ao IBS os fornecimentos:
III - realizados por partidos políticos, inclusive seus institutos e fundações, entidades sindicais dos trabalhadores e instituições de educação e de assistência social, sem fins lucrativos;"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410008;Fornecimentos de livros, jornais, periódicos e do papel destinado a sua impressão, observado o art. 9º da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9;2 - Receita Bruta Interna sem Cálculo IBS/CBS;"Art. 10. São imunes também à CBS os fornecimentos:
IV - de livros, jornais, periódicos e do papel destinado a sua impressão;";"Art. 10. São imunes também ao IBS os fornecimentos:
IV - de livros, jornais, periódicos e do papel destinado a sua impressão;"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410009;Fornecimentos de fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou obras em geral interpretadas por artistas brasileiros, bem como os suportes materiais ou arquivos digitais que os contenham, salvo na etapa de replicação industrial de mídias ópticas de leitura a laser, observado o art. 9º da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9;2 - Receita Bruta Interna sem Cálculo IBS/CBS;"Art. 10. São imunes também à CBS os fornecimentos:
V - de fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou obras em geral interpretadas por artistas brasileiros, bem como os suportes materiais ou arquivos digitais que os contenham, salvo na etapa de replicação industrial de mídias ópticas de leitura a laser;";"Art. 10. São imunes também ao IBS os fornecimentos:
V - de fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou obras em geral interpretadas por artistas brasileiros, bem como os suportes materiais ou arquivos digitais que os contenham, salvo na etapa de replicação industrial de mídias ópticas de leitura a laser;"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410010;Fornecimentos de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e imagens de recepção livre e gratuita, observado o art. 9º da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9;2 - Receita Bruta Interna sem Cálculo IBS/CBS;"Art. 10. São imunes também à CBS os fornecimentos:
VI - de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e imagens de recepção livre e gratuita;";"Art. 10. São imunes também ao IBS os fornecimentos:
VI - de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e imagens de recepção livre e gratuita;"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410011;Fornecimentos de ouro, quando definido em lei como ativo financeiro ou instrumento cambial, observado o art. 9º da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9;2 - Receita Bruta Interna sem Cálculo IBS/CBS;"Art. 10. São imunes também à CBS os fornecimentos:
VII - de ouro, quando definido em lei como ativo financeiro ou instrumento cambial.";"Art. 10. São imunes também ao IBS os fornecimentos:
VII - de ouro, quando definido em lei como ativo financeiro ou instrumento cambial."
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410012;Fornecimento de condomínio edilício não optante pelo regime regular, observado o art. 26 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art26;9 - Fornecimento Incompatível com SN;"Art. 25. Não são contribuintes da CBS, ressalvado o disposto no art. 19, caput inciso III:
I - o condomínio edilício;
§ 4º Em relação ao condomínio edilício de que trata o inciso I do caput:
I - caso exerça a opção pelo regime regular, nos termos do § 1º, a CBS incidirá sobre todas as taxas e demais valores cobrados pelo condomínio dos seus condôminos e de terceiros; e
II - caso não exerça a opção pelo regime regular e desde que as taxas e demais valores condominiais cobrados de seus condôminos representem menos de 80% (oitenta por cento) da receita total do condomínio:
a) ficará sujeito à incidência da CBS sobre as operações com bens e com serviços que realizar de acordo com o disposto no art. 19, caput, inciso I; e
b) apropriará créditos na proporção da receita decorrente das operações tributadas na forma da alínea “a”, em relação à receita total do condomínio.";"Art. 25. Não são contribuintes do IBS, ressalvado o disposto no inciso III do art. 19: 
I - o condomínio edilício;
§ 4º Em relação ao condomínio edilício de que trata o inciso I do caput deste artigo:
I - caso exerça a opção pelo regime regular, nos termos do § 1º, o IBS incidirá sobre todas as taxas e demais valores cobrados pelo condomínio dos seus condôminos e de terceiros; e
II - caso não exerça a opção pelo regime regular e desde que as taxas e demais valores condominiais cobrados de seus condôminos representem menos de 80% (oitenta por cento) da receita total do condomínio:
a) ficará sujeito à incidência do IBS sobre as operações com bens e com serviços que realizar de acordo com o disposto no inciso I do caput do art. 19; e
b) apropriará créditos na proporção da receita decorrente das operações tributadas na forma da alínea “a”, em relação à receita total do condomínio."
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410013;Exportações de combustíveis, observado o art. 98 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art98;3 - Receita Bruta Exportação Direta;Art. 103. Considera-se comprovada a exportação de combustível ou lubrificante fornecido para abastecimento de aeronaves em tráfego internacional e com destino ao exterior, quando formalizado o despacho aduaneiro de exportação, observado o disposto no art. 96.;Art. 103. Considera-se comprovada a exportação de combustível ou lubrificante fornecido para abastecimento de aeronaves em tráfego internacional e com destino ao exterior, quando formalizado o despacho aduaneiro de exportação, observado o disposto no art. 96. 
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410014;Fornecimento de produtor rural não contribuinte, observado o art. 164 da Lei Complementar nº 214, de 2025.;0;0;Não;Sim;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art164;1 - Receita Bruta Interna;"Art. 239. Não são considerados contribuintes da CBS:
I - o produtor rural pessoa física ou jurídica que auferir, no ano-calendário, receita inferior a R$ 3.600.000,00 (três milhões e seiscentos mil reais);
II - o produtor rural integrado, pessoa física ou jurídica.";"Art. 239. Não são considerados contribuintes do IBS:
I - o produtor rural pessoa física ou jurídica que auferir, no ano-calendário, receita inferior a R$ 3.600.000,00 (três milhões e seiscentos mil reais);
II - o produtor rural integrado, pessoa física ou jurídica."
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410015;Fornecimento por transportador autônomo não contribuinte, observado o art. 169 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art169;9 - Fornecimento Incompatível com SN;Art. 250. O contribuinte da CBS sujeito ao regime regular poderá apropriar créditos presumidos do referido tributo relativos às aquisições de serviço de transporte de carga de transportador autônomo pessoa física que não seja contribuinte do referido tributo ou que seja inscrito como MEI. ;Art. 250. O contribuinte de IBS sujeito ao regime regular poderá apropriar créditos presumidos do referido tributo relativos às aquisições de serviço de transporte de carga de transportador autônomo pessoa física que não seja contribuinte do referido tributo ou que seja inscrito como MEI.
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410016;Fornecimento ou aquisição de resíduos sólidos, observado o art. 170 da Lei Complementar nº 214, de 2025.;0;0;Não;Sim;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art170;1 - Receita Bruta Interna;Art. 256. O contribuinte de CBS sujeito ao regime regular poderá apropriar créditos presumidos do referido tributo relativos às aquisições de resíduos sólidos de coletores incentivados para utilização em processo de destinação final ambientalmente adequada.;Art. 256. O contribuinte de IBS sujeito ao regime regular poderá apropriar créditos presumidos do referido tributo relativos às aquisições de resíduos sólidos de coletores incentivados para utilização em processo de destinação final ambientalmente adequada.
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410017;Aquisição de bem móvel com crédito presumido sob condição de revenda realizada, observado o art. 171 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art171;0 - Não Receita Bruta;Art. 258. O contribuinte de CBS sujeito ao regime regular poderá apropriar créditos presumidos do referido tributo relativos às aquisições, para revenda, de bem móvel usado de pessoa física que não seja contribuinte do referido tributo ou que seja inscrita como MEI.;Art. 258. O contribuinte de IBS sujeito ao regime regular poderá apropriar créditos presumidos do referido tributo relativos às aquisições, para revenda, de bem móvel usado de pessoa física que não seja contribuinte do referido tributo ou que seja inscrita como MEI
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410018;Operações relacionadas aos fundos garantidores e executores de políticas públicas, inclusive de habitação, previstos em lei, assim entendidas os serviços prestados ao fundo pelo seu agente operador e por entidade encarregada da sua administração, observado o art. 213 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art213;9 - Fornecimento Incompatível com SN;Art. 309. Não ficam sujeitas à incidência da CBS as operações relacionadas aos demais fundos garantidores e executores de políticas públicas, inclusive de habitação e de desenvolvimento regional, previstos em lei.;Art. 309. Não ficam sujeitas à incidência do IBS as operações relacionadas aos demais fundos garantidores e executores de políticas públicas, inclusive de habitação e de desenvolvimento regional, previstos em lei. 
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410019;Exclusão da gorjeta na base de cálculo no fornecimento de alimentação, observado o art. 274 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art274;1 - Receita Bruta Interna;"Art. 399. A base de cálculo da CBS, para efeitos desta Seção, é o valor da operação de fornecimento de alimentação e das bebidas sujeitas ao regime específico de que trata o art. 396.
§ 1º Ficam excluídos da base de cálculo:
I - a gorjeta incidente no fornecimento de alimentação sujeitas ao regime específico, desde que:
a) seja repassada integralmente ao empregado, sem prejuízo dos valores da gorjeta que forem retidos pelo empregador em virtude de determinação legal; e
b) seu valor não exceda a 15% (quinze por cento) do valor total do fornecimento de alimentação e de bebidas;";"Art. 399. A base de cálculo do IBS, para efeitos desta Seção, é o valor da operação de fornecimento de alimentação e das bebidas sujeitas ao regime específico de que trata o art. 396. 
§ 1º Ficam excluídos da base de cálculo:
I - a gorjeta incidente no fornecimento de alimentação sujeita ao regime específico, desde que:
a) seja repassada integralmente ao empregado, sem prejuízo dos valores da gorjeta que forem retidos pelo empregador em virtude de determinação legal; e
b) seu valor não exceda a 15% (quinze por cento) do valor total do fornecimento de alimentação e de bebidas."
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410020;Exclusão do valor de intermediação na base de cálculo no fornecimento de alimentação, observado o art. 274 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art274;1 - Receita Bruta Interna;"Art. 399. A base de cálculo da CBS, para efeitos desta Seção, é o valor da operação de fornecimento de alimentação e das bebidas sujeitas ao regime específico de que trata o art. 396.
§ 1º Ficam excluídos da base de cálculo:
II - os valores não repassados aos bares e restaurantes pelo serviço de entrega e intermediação de pedidos de alimentação e de bebidas por plataforma digital.";"Art. 399. A base de cálculo do IBS, para efeitos desta Seção, é o valor da operação de fornecimento de alimentação e das bebidas sujeitas ao regime específico de que trata o art. 396. 
§ 1º Ficam excluídos da base de cálculo:
II - os valores não repassados aos bares e restaurantes pelo serviço de entrega e intermediação de pedidos de alimentação e de bebidas por plataforma digital."
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410021;Contribuição de que trata o art. 149-A da Constituição Federal, observado o art. 12 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art12;9 - Fornecimento Incompatível com SN;"Art. 13. A base de cálculo da CBS é o valor da operação, salvo disposição em contrário prevista neste Regulamento.
§ 2º Não integram a base de cálculo da CBS:
VI - a contribuição de que trata o art. 149-A da Constituição.";"Art. 13. A base de cálculo do IBS é o valor da operação, salvo disposição em contrário prevista neste Regulamento.
§ 2º Não integram a base de cálculo do IBS:
VI - a contribuição de que trata o art. 149-A da Constituição Federal."
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410022;"Consolidação da propriedade pelo credor de bens móveis ou imóveis que tenham sido objeto de garantia, observado o art. 200 da Lei Complementar nº 214, de 2025.
";0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art200;0 - Não Receita Bruta;"Art. 294. Na alienação de bens móveis ou imóveis que tenham sido objeto de garantia constituída em favor de credor sujeito ao regime específico desta Seção, cuja propriedade tenha sido por ele consolidada ou a ele transmitida em pagamento da dívida, deverá ser observado o seguinte: 
I - a consolidação da propriedade do bem pelo credor não estará sujeita à incidência da CBS; ";"Art. 294. Na alienação de bens móveis ou imóveis que tenham sido objeto de garantia constituída em favor de credor sujeito ao regime específico desta Seção, cuja propriedade tenha sido por ele consolidada ou a ele transmitida em pagamento da dívida, deverá ser observado o seguinte: 
I - a consolidação da propriedade do bem pelo credor não estará sujeita à incidência do IBS;"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410023;"Alienação de bens móveis ou imóveis que tenham sido objeto de garantia constituída em favor de credor em que o prestador da garantia não seja contribuinte, observado o art. 200 da Lei Complementar nº 214, de 2025.
";0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art200;9 - Fornecimento Incompatível com SN;"Art. 294. Na alienação de bens móveis ou imóveis que tenham sido objeto de garantia constituída em favor de credor sujeito ao regime específico desta Seção, cuja propriedade tenha sido por ele consolidada ou a ele transmitida em pagamento da dívida, deverá ser observado o seguinte: 
II - na alienação do bem pelo credor:
a) não haverá incidência do IBS e da CBS, se o prestador da garantia não for contribuinte desses tributos;";"Art. 294. Na alienação de bens móveis ou imóveis que tenham sido objeto de garantia constituída em favor de credor sujeito ao regime específico desta Seção, cuja propriedade tenha sido por ele consolidada ou a ele transmitida em pagamento da dívida, deverá ser observado o seguinte: 
II - na alienação do bem pelo credor:
a) não haverá incidência do IBS, se o prestador da garantia não for contribuinte do IBS no regime regular; "
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410024;"Consolidação da propriedade pelo grupo de consórcio de bem que tenha sido objeto de garantia, observado o art. 204 da Lei Complementar nº 214, de 2025.
";0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art204;1 - Receita Bruta Interna;"Art. 299. Na administração de consórcio de que trata o art. 269, caput, inciso VII, para fins de determinação da base de cálculo, as receitas dos serviços compreendem todas as tarifas, comissões e taxas, bem como os respectivos encargos, multas e juros, decorrentes de contrato de participação em grupo de consórcio, efetivamente pagas, pelo regime de caixa.
§ 5º Na execução de garantia de consorciado, com recebimento dos valores pelo grupo de consórcio, deverá ser observado o seguinte:
I - a consolidação da propriedade do bem pelo grupo de consórcio não estará sujeita à incidência da CBS;";"Art. 299. Na administração de consórcio de que trata o inciso VII do caput do art. 269, para fins de determinação da base de cálculo, as receitas dos serviços compreendem todas as tarifas, comissões e taxas, bem como os respectivos encargos, multas e juros, decorrentes de contrato de participação em grupo de consórcio, efetivamente pagas, pelo regime de caixa.
§ 5º Na execução de garantia de consorciado, com recebimento dos valores pelo grupo de consórcio, deverá ser observado o seguinte:
I - a consolidação da propriedade do bem pelo grupo de consórcio não estará sujeita à incidência do IBS;"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410025;"Alienação de bem que tenha sido objeto de garantia constituída em favor do grupo de consórcio em que o prestador da garantia não seja contribuinte, observado o art. 204 da Lei Complementar nº 214, de 2025.
";0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art204;9 - Fornecimento Incompatível com SN;"Art. 299. Na administração de consórcio de que trata o art. 269, caput, inciso VII, para fins de determinação da base de cálculo, as receitas dos serviços compreendem todas as tarifas, comissões e taxas, bem como os respectivos encargos, multas e juros, decorrentes de contrato de participação em grupo de consórcio, efetivamente pagas, pelo regime de caixa.
§ 5º Na execução de garantia de consorciado, com recebimento dos valores pelo grupo de consórcio, deverá ser observado o seguinte:
II - na alienação do bem pelo grupo de consórcio:
a) não haverá incidência da CBS, se o consorciado não for contribuinte da CBS;";"Art. 299. Na administração de consórcio de que trata o inciso VII do caput do art. 269, para fins de determinação da base de cálculo, as receitas dos serviços compreendem todas as tarifas, comissões e taxas, bem como os respectivos encargos, multas e juros, decorrentes de contrato de participação em grupo de consórcio, efetivamente pagas, pelo regime de caixa.
§ 5º Na execução de garantia de consorciado, com recebimento dos valores pelo grupo de consórcio, deverá ser observado o seguinte:
II - na alienação do bem pelo grupo de consórcio:
a) não haverá incidência do IBS, se o consorciado não for contribuinte do IBS;"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410026;"Doações sem contraprestação em benefício do doador, com anulação de crédito apropriados pelo doador referente ao fornecimento doado, observado o art. 6º da Lei Complementar nº 214, de 2025.
";0;0;Não;Não;Sim;Não;Não;Não;Não;3 - Sem aliquota;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;;"https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art6
";0 - Não Receita Bruta;"Art. 6º A CBS não incide sobre:
VIII - doações sem contraprestação em benefício do doador;
§ 2º Caso as doações de que trata o inciso VIII do caput tenham por objeto bens ou serviços que tenham permitido a apropriação de créditos pelo doador, inclusive na produção:
II - por opção do contribuinte, os créditos serão anulados.";"Art. 6º O IBS não incide sobre:
VIII - doações sem contraprestação em benefício do doador;
§ 2º Caso as doações de que trata o inciso VIII do caput deste artigo tenham por objeto bens ou serviços que tenham permitido a apropriação de créditos pelo doador, inclusive na produção:
II - por opção do contribuinte, os créditos serão anulados."
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410027;Fornecimento de bens e serviços, desde que vinculados direta e exclusivamente à exportação de bens materiais ou associados à entrega no exterior de bens materiais, observado o art. 6º da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art80;3 - Receita Bruta Exportação Direta;"Art. 92. Para fins do disposto no art. 90, considera-se exportação de serviço ou de bem imaterial, inclusive direitos, o fornecimento para residente ou domiciliado no exterior e consumo no exterior.
II - o fornecimento dos seguintes bens e serviços, desde que vinculados direta e exclusivamente à exportação de bens materiais ou associados à entrega no exterior de bens materiais:
a) intermediação na distribuição de mercadorias no exterior – comissão de agente;
b) seguro de cargas;
c) despacho aduaneiro;
d) armazenagem de mercadorias;
e) transporte rodoviário, ferroviário, aéreo, aquaviário ou multimodal de cargas;
f) manuseio de cargas;
g) manuseio de contêineres;
h) unitização ou desunitização de cargas;
i) consolidação ou desconsolidação documental de cargas;
j) agenciamento de transporte de carga;
k) remessas expressas;
l) pesagem e medição de cargas;
m) refrigeração de cargas;
n) arrendamento mercantil operacional ou locação de contêineres;
o) instalação e montagem de mercadorias exportadas; e
p) treinamento para uso de mercadorias exportadas.";"Art. 92. Para fins do disposto no art. 90, considera-se exportação de serviço ou de bem imaterial, inclusive direitos, o fornecimento para residente ou domiciliado no exterior e consumo no exterior.
II - o fornecimento dos seguintes bens e serviços, desde que vinculados direta e exclusivamente à exportação de bens materiais ou associados à entrega no exterior de bens materiais:
a) intermediação na distribuição de mercadorias no exterior (comissão de agente);
b) seguro de cargas;
c) despacho aduaneiro;
d) armazenagem de mercadorias;
e) transporte rodoviário, ferroviário, aéreo, aquaviário ou multimodal de cargas;
f) manuseio de cargas;
g) manuseio de contêineres;
h) unitização ou desunitização de cargas;
i) consolidação ou desconsolidação documental de cargas;
j) agenciamento de transporte de carga;
k) remessas expressas;
l) pesagem e medição de cargas;
m) refrigeração de cargas;
n) arrendamento mercantil operacional ou locação de contêineres;
o) instalação e montagem de mercadorias exportadas; e
p) treinamento para uso de mercadorias exportadas."
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410028;Operações com bens imóveis realizadas por pessoas físicas não consideradas contribuintes do regime regular do IBS e da CBS, observado o art. 251 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art251;9 - Fornecimento Incompatível com SN;Art. 382. As pessoas físicas que realizarem operações com bens imóveis serão consideradas contribuintes do regime regular da CBS e sujeitas ao regime de que trata este Capítulo, nas seguintes hipóteses:;Art. 382. As pessoas físicas que realizarem operações com bens imóveis serão consideradas contribuintes do regime regular do IBS e sujeitas ao regime de que trata este Capítulo, nas seguintes hipóteses:
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410029;Operações não sujeitas à incidência de IBS e de CBS, alcançadas apenas por obrigação acessória do ICMS, observado o art. 4º da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art4;0 - Não Receita Bruta;"Art. 4º A CBS incide sobre operações onerosas com bens ou com serviços. 
§ 2º Para fins do disposto neste artigo, considera-se operação onerosa com bens ou com serviços qualquer fornecimento com contraprestação, incluindo o decorrente de:
I - compra e venda, troca ou permuta, dação em pagamento e demais espécies de alienação;
II - locação;
III - licenciamento, concessão, cessão;
IV - mútuo oneroso;
V - doação com contraprestação em benefício do doador;
VI - instituição onerosa de direitos reais;
VII - arrendamento, inclusive mercantil; e
VIII - prestação de serviços.";"Art. 4º O IBS incide sobre operações onerosas com bens ou com serviços.
§ 2º Para fins do disposto neste artigo, considera-se operação onerosa com bens ou com serviços qualquer fornecimento com contraprestação, incluindo o decorrente de:
I - compra e venda, troca ou permuta, dação em pagamento e demais espécies de alienação;
II - locação;
III - licenciamento, concessão, cessão;
IV - mútuo oneroso;
V - doação com contraprestação em benefício do doador;
VI - instituição onerosa de direitos reais;
VII - arrendamento, inclusive mercantil; e
VIII - prestação de serviços."
