Código da Situação Tributária;Descrição da Situação Tributária;Exige Tributação;Redução BC CST;Redução de Alíquota;Transferência de Crédito;Diferimento;Monofásica;Crédito Presumido IBS Zona Franca de Manaus;Ajuste de Competência;Código da Classificação Tributária;Descrição do Código da Classificação Tributária;Percentual Redução IBS;Percentual Redução CBS;Tributação Regular;Crédito Presumido;Estorno de Crédito;Tributação Monofásica Normal;Tributação Monofásica sujeita a retenção;Tributação Monofásica retida anteriormente;Tributação Monofásica de Combustível com diferimento;Tipo de Alíquota;NFe;NFCe;CTe;CTe OS;BPe;NF3e;NFCom;NFSE;BPe TM;BPe TA;NFAg;NFSVIA;NFABI;NFGas;DERE;DIR;DUIMP;Número do Anexo;Url da Legislação;Tipo de Receita Bruta do Simples Nacional;Regime de Contribuição Social sobre Bens e Serviços;Imposto sobre Bens e Serviços
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410030;Estorno de crédito apropriado de bens adquiridos e venham a perecer, deteriorar-se ou ser objeto de roubo, furto ou extravio, observado o art. 47 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Sim;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art47;0 - Não Receita Bruta;Art. 48. Caso o bem adquirido venha a perecer, deteriorar-se ou ser objeto de roubo, furto ou extravio, os créditos relacionados a sua aquisição, inclusive os de serviços, deverão ser estornados, mediante emissão de documento fiscal vinculado ao documento fiscal de aquisição, com a indicação dos valores de CBS referentes ao bem adquirido, de forma discriminada.;Art. 48. Caso o bem adquirido venha a perecer, deteriorar-se ou ser objeto de roubo, furto ou extravio, os créditos relacionados à sua aquisição, inclusive os de serviços, deverão ser estornados, mediante emissão de documento fiscal vinculado ao documento fiscal de aquisição, com a indicação dos valores de IBS referentes ao bem adquirido, de forma discriminada. 
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410031;Fornecimento em período anterior ao início de vigência de incidências de CBS e IBS, observado o art. 544 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art544;1 - Receita Bruta Interna;;
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410032;Tributos incidentes na operação que não integram a base de cálculo do IBS e da CBS, observado o art. 12 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art12;0 - Não Receita Bruta;"Art. 13. A base de cálculo da CBS é o valor da operação, salvo disposição em contrário prevista neste Regulamento.
§ 2º Não integram a base de cálculo da CBS:
V - o montante incidente na operação dos tributos a que se referem os art. 155, caput, inciso II, inclusive aquele retido por substituição tributária nas operações anteriores, art. 156, caput, inciso III, e art. 195, caput, inciso I, alínea “b”, e inciso IV, da Constituição, e da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público – Contribuição para o PIS/PASEP a que se refere o art. 239 da Constituição, de 1º de janeiro de 2026 a 31 de dezembro de 2032;";"Art. 13. A base de cálculo do IBS é o valor da operação, salvo disposição em contrário prevista neste Regulamento.
§ 2º Não integram a base de cálculo do IBS:
V - o montante incidente na operação dos tributos a que se referem o inciso II do caput do art. 155, inclusive aquele retido por substituição tributária nas operações anteriores, o inciso III do caput do art. 156 e a alínea “b” do inciso I e o inciso IV do caput do art. 195 da Constituição Federal, e da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição para o PIS/Pasep) a que se refere o art. 239 da Constituição Federal, de 1º de janeiro de 2026 a 31 de dezembro de 2032;"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410033;Operações com bens imóveis, inclusive operações com direitos reais sobre bens imóveis, realizadas por Fundos de Investimento Imobiliário (FII) e Fundos de Investimento nas Cadeias Produtivas do Agronegócio (Fiagro), observado o art. 26 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art26;9 - Fornecimento Incompatível com SN;"Art. 25.
§ 7º Para fins do disposto no inciso V do caput, não são contribuintes da CBS:
I - os Fundos de Investimento Imobiliário – FII e os Fundos de Investimento nas Cadeias Produtivas do Agronegócio – Fiagro, de que trata a Lei nº 8.668, de 25 de junho de 1993, que realizem operações com bens imóveis, inclusive operações com direitos reais sobre bens imóveis, e que, cumulativamente:
(...)
II - os FII e os Fiagro que realizem operações com bens imóveis, inclusive operações com direitos reais sobre bens imóveis, e que não atendam às condições estabelecidas no inciso I, cujas cotas sejam detidas, direta ou indiretamente, em mais de 95% (noventa e cinco por cento), por:";"Art. 25.
§ 7º Para fins do disposto no inciso V do caput deste artigo, não são contribuintes do IBS:
I - os Fundos de Investimento Imobiliário (FII) e os Fundos de Investimento nas Cadeias Produtivas do Agronegócio (Fiagro), de que trata a Lei nº 8.668, de 25 de junho de 1993, que realizem operações com bens imóveis, inclusive operações com direitos reais sobre bens imóveis, e que, cumulativamente:
(...)
II - os FII e os Fiagro que realizem operações com bens imóveis, inclusive operações com direitos reais sobre bens imóveis, e que não atendam às condições estabelecidas no inciso I deste parágrafo, cujas cotas sejam detidas, direta ou indiretamente, em mais de 95% (noventa e cinco por cento), por:"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410034;Fundos de investimento cujo patrimônio seja constituído exclusivamente por aplicações em participações societárias, certificados, direitos, títulos, valores mobiliários e demais ativos financeiros permitidos pela Comissão de Valores Mobiliários, observado o art. 26 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art26;9 - Fornecimento Incompatível com SN;"Art. 25.
§ 7º Para fins do disposto no inciso V do caput, não são contribuintes da CBS:
III - os demais fundos de investimento cujo patrimônio seja constituído exclusivamente por aplicações em participações societárias, certificados, direitos, títulos, valores mobiliários e demais ativos financeiros permitidos pela Comissão de Valores Mobiliários, observado o disposto nos § 9º e § 11.";"Art. 25.
§ 7º Para fins do disposto no inciso V do caput deste artigo, não são contribuintes do IBS:
III - os demais fundos de investimento cujo patrimônio seja constituído exclusivamente por aplicações em participações societárias, certificados, direitos, títulos, valores mobiliários e demais ativos financeiros permitidos pela Comissão de Valores Mobiliários, observado o disposto nos §§ 9º e 11."
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410035;Fornecimento realizado por nanoempreendedor, observado o art. 26 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art26;9 - Fornecimento Incompatível com SN;"Art. 25. Não são contribuintes da CBS, ressalvado o disposto no art. 19, caput inciso III:
IV - o nanoempreendedor, assim entendido a pessoa física que tenha auferido receita bruta inferior a 50% (cinquenta por cento) do limite estabelecido para adesão ao regime do Microempreendedor Individual – MEI previsto no art. 18-A, § 1º, da Lei Complementar nº 123, de 14 de dezembro de 2006, observado, ainda, o disposto no art. 18-A ,§ 4º e § 4º-B, da referida Lei Complementar, e não tenha aderido a esse regime;";"Art. 25. Não são contribuintes do IBS, ressalvado o disposto no inciso III do art. 19: 
IV - o nanoempreendedor, assim entendido a pessoa física que tenha auferido receita bruta inferior a 50% (cinquenta por cento) do limite estabelecido para adesão ao regime do Microempreendedor Individual (MEI) previsto no § 1º do art. 18-A, observado, ainda, o disposto nos §§ 4º e 4º-B do referido artigo, todos da Lei Complementar nº 123, de 14 de dezembro de 2006, e não tenha aderido a esse regime;"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410036;Descontos incondicionais, observado o art. 12 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art12;0 - Não Receita Bruta;"Art. 13. A base de cálculo da CBS é o valor da operação, salvo disposição em contrário prevista neste Regulamento.
§ 2º Não integram a base de cálculo da CBS:
III - os descontos incondicionais;";"Art. 13. A base de cálculo do IBS é o valor da operação, salvo disposição em contrário prevista neste Regulamento.
§ 2º Não integram a base de cálculo do IBS:
III - os descontos incondicionais;"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410037;Importação de bens materiais sem incidência de IBS e CBS, observado o art. 66 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art66;0 - Não Receita Bruta;"Art. 76. Não constituem fatos geradores da CBS sobre a importação os bens materiais: 
I - que retornem ao País, ao respectivo exportador, nas seguintes hipóteses:
a) enviados em consignação e não vendidos no prazo autorizado;
b) devolvidos por motivo de defeito técnico, para reparo ou para substituição;
c) por motivo de modificações na sistemática de importação por parte do País importador;
d) por motivo de guerra ou de calamidade pública; ou
e) por outros fatores alheios à vontade do exportador;
III - que sejam idênticos, em igual quantidade e valor, e que se destinem à reposição de outros anteriormente importados que se tenham revelado, após sua liberação pela autoridade aduaneira, defeituosos ou imprestáveis para o fim a que se destinavam;
VII - aos quais tenha sido aplicado o regime de exportação temporária;";"Art. 76. Não constituem fatos geradores do IBS sobre a importação os bens materiais: I - que retornem ao País, ao respectivo exportador, nas seguintes hipóteses:
a) enviados em consignação e não vendidos no prazo autorizado;
b) devolvidos por motivo de defeito técnico, para reparo ou para substituição;
c) por motivo de modificações na sistemática de importação por parte do país importador;
d) por motivo de guerra ou de calamidade pública; ou
e) por outros fatores alheios à vontade do exportador;
III - que sejam idênticos, em igual quantidade e valor, e que se destinem à reposição de outros anteriormente importados que se tenham revelado, após sua liberação pela autoridade aduaneira, defeituosos ou imprestáveis para o fim a que se destinavam;
VII - aos quais tenha sido aplicado o regime de exportação temporária;"
410;Imunidade e não incidência;Não;Não;Não;Não;Não;Não;Não;Não;410999;Operações não onerosas sem previsão de tributação, não especificadas anteriormente, observado o art. 4º da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art4;0 - Não Receita Bruta;"Art. 4º A CBS incide sobre operações onerosas com bens ou com serviços.
§ 1º As operações não onerosas com bens ou com serviços serão tributadas nas hipóteses expressamente previstas neste Regulamento.";"Art. 4º O IBS incide sobre operações onerosas com bens ou com serviços.
§ 1º As operações não onerosas com bens ou com serviços serão tributadas nas hipóteses expressamente previstas neste Regulamento."
510;Diferimento;Sim;Não;Não;Não;Sim;Não;Não;Não;510001;Operações, sujeitas a diferimento, com energia elétrica ou com direitos a ela relacionados, relativas à importação, geração, comercialização, distribuição e transmissão, observado o art. 28 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;90281;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art28;2 - Receita Bruta Interna sem Cálculo IBS/CBS;"Art. 22. Nas operações com energia elétrica ou com direitos a ela relacionados, o recolhimento da CBS relativa a importação, geração, comercialização, distribuição e transmissão será realizado exclusivamente:
§ 1º O recolhimento da CBS incidente nas operações com energia elétrica, ou com direitos a ela relacionados, relativas a importação, geração, comercialização, distribuição e transmissão ocorrerá somente no fornecimento:
I - para consumo; ou
II - para contribuinte não sujeito ao regime regular da CBS.";"Art. 22. Nas operações com energia elétrica ou com direitos a ela relacionados, o recolhimento do IBS relativo a importação, geração, comercialização, distribuição e transmissão será realizado exclusivamente:
§ 1º O recolhimento do IBS incidente nas operações com energia elétrica, ou com direitos a ela relacionados, relativas a importação, geração, comercialização, distribuição e transmissão ocorrerá somente no fornecimento:
I - para consumo; ou
II - para contribuinte não sujeito ao regime regular do IBS."
515;Diferimento com redução de alíquota;Sim;Não;Sim;Não;Sim;Não;Não;Não;515001;Operações, sujeitas a diferimento, com insumos agropecuários e aquícolas, observado o art. 138 da Lei Complementar nº 214, de 2025.;60;60;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;9;"https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art138
";1 - Receita Bruta Interna;Art. 214. Fica diferido o recolhimento da CBS nas seguintes operações com insumos agropecuários e aquícolas mencionados no art. 213: ;Art. 214. Fica diferido o recolhimento do IBS nas seguintes operações com insumos agropecuários e aquícolas mencionados no art. 213:
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550001;Exportações de bens materiais, observado o art. 82 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art82;4 - Receita Bruta Exportação Indireta;Art. 97. Poderá ser suspenso o pagamento da CBS no fornecimento de bens materiais com o fim específico de exportação a empresa comercial exportadora que atenda cumulativamente aos seguintes requisitos:;Art. 97. Poderá ser suspenso o pagamento do IBS no fornecimento de bens materiais com o fim específico de exportação a empresa comercial exportadora que atenda cumulativamente aos seguintes requisitos: 
